arm,seed,image,niqe,musiq,maniqa,clipiqa,consistency,unique_token_ratio,vlm_grounding_all,vlm_grounding_deep,vlm_quality
abl_rep,0,0801,-5.412740339510207,55.651466369628906,0.3171265423297882,0.580392062664032,0.7544366717338562,0.3561643835616438,9.25,9.5,8.0
abl_rep,0,0802,-7.076704144792656,43.73051834106445,0.5076767206192017,0.7113227248191833,0.8422229290008545,0.49230769230769234,9.25,9.5,8.0
abl_rep,0,0803,-5.886394408916044,61.22149658203125,0.5909740328788757,0.7762221693992615,0.8429945707321167,0.53125,9.5,10.0,8.0
abl_rep,0,0804,-8.398082858149712,48.60868453979492,0.3933579623699188,0.486365407705307,0.7358300089836121,0.5522388059701493,8.75,8.5,6.0
abl_rep,0,0805,-13.636719764039668,59.362876892089844,0.5030974745750427,0.6316346526145935,0.7822858095169067,0.44776119402985076,9.25,9.0,8.0
abl_rep,0,0806,-6.278002361907507,50.87999725341797,0.3908053934574127,0.5561384558677673,0.7632361054420471,0.6428571428571429,8.5,8.5,7.0
abl_rep,0,0807,-5.762695356610096,61.50937271118164,0.3969366252422333,0.8005170822143555,0.7814241051673889,0.6164383561643836,6.75,5.0,5.0
abl_rep,0,0808,-7.00125181483626,57.256072998046875,0.43918341398239136,0.7359732985496521,0.7398202419281006,0.6811594202898551,8.25,8.0,7.0
abl_rep,0,0809,-8.018352557270731,49.04710388183594,0.4169469177722931,0.4664810597896576,0.7838385105133057,0.6029411764705882,5.0,5.0,7.0
abl_rep,0,0810,-7.460755005344168,56.65977096557617,0.3670631945133209,0.5094462633132935,0.8091003894805908,0.4177215189873418,7.25,9.0,7.0
abl_rep,0,0811,-8.105039228283951,41.19630813598633,0.4629362225532532,0.6021133065223694,0.8466089963912964,0.6779661016949152,8.25,8.5,8.0
abl_rep,0,0812,-5.760417401805222,48.52348709106445,0.34651562571525574,0.6038990616798401,0.7346066832542419,0.6521739130434783,9.0,9.5,7.0
abl_rep,0,0813,-4.333207790382127,39.68498229980469,0.3844309151172638,0.39603933691978455,0.6777836084365845,0.7121212121212122,8.25,8.5,2.0
abl_rep,0,0814,-8.060571549280153,59.8646240234375,0.4141976833343506,0.3780531585216522,0.8488903045654297,0.4852941176470588,9.25,9.0,7.0
abl_rep,0,0815,-6.04398829598608,59.93123245239258,0.5350987315177917,0.7513484358787537,0.8095543384552002,0.6129032258064516,8.75,9.0,4.0
abl_rep,0,0816,-6.074123788952549,64.62747192382812,0.3619382679462433,0.8130400776863098,0.8112469911575317,0.5522388059701493,9.5,9.5,7.0
abl_rep,0,0817,-6.31663429049379,54.356475830078125,0.40130630135536194,0.6787471771240234,0.8311812877655029,0.7142857142857143,8.0,8.0,3.0
abl_rep,0,0818,-5.4982770327631485,58.397945404052734,0.3999216854572296,0.7310248613357544,0.7579633593559265,0.5753424657534246,7.0,9.0,4.0
abl_rep,0,0819,-8.622212487794679,49.84267044067383,0.37934544682502747,0.36535659432411194,0.7096929550170898,0.7014925373134329,6.5,4.5,8.0
abl_rep,0,0820,-4.171610320248584,55.352115631103516,0.33021482825279236,0.6430107951164246,0.7489805221557617,0.7384615384615385,8.5,8.5,2.0
abl_rep,0,0821,-12.770930734519977,21.603923797607422,0.28061532974243164,0.40065285563468933,0.8501363396644592,0.6301369863013698,4.75,4.5,1.0
abl_rep,0,0822,-6.938364306293247,60.28816604614258,0.4454212784767151,0.734650731086731,0.8027694225311279,0.6086956521739131,9.25,10.0,3.0
abl_rep,0,0823,-16.17348410436808,36.21356201171875,0.41478317975997925,0.6270419359207153,0.7463654279708862,0.6417910447761194,7.0,4.5,1.0
abl_rep,0,0824,-7.226925853633017,57.52505111694336,0.44161808490753174,0.765650749206543,0.770163357257843,0.6323529411764706,4.5,4.5,8.0
abl_rep,0,0825,-4.691685850067057,53.5641975402832,0.2573684751987457,0.604669988155365,0.7588033080101013,0.6666666666666666,8.5,8.5,5.0
abl_rep,0,0826,-5.6202860834560475,60.5383186340332,0.37588223814964294,0.7490102648735046,0.7560839653015137,0.547945205479452,5.25,5.0,5.0
abl_rep,0,0827,-10.396717796537573,33.430938720703125,0.33955511450767517,0.6609283685684204,0.8216719627380371,0.5454545454545454,9.25,8.5,2.0
abl_rep,0,0828,-7.297941737342385,60.76130294799805,0.3728122115135193,0.6486700177192688,0.8620452284812927,0.5230769230769231,8.75,8.5,4.0
abl_rep,0,0829,-4.44470056460648,55.260589599609375,0.5145052671432495,0.6770637035369873,0.7731925249099731,0.5671641791044776,7.0,9.0,8.0
abl_rep,0,0830,-9.210609164909332,45.732242584228516,0.3557959198951721,0.613236129283905,0.7321804165840149,0.7076923076923077,8.75,8.0,3.0
