arm,seed,image,niqe,musiq,maniqa,clipiqa,consistency,unique_token_ratio,vlm_grounding_all,vlm_grounding_deep,vlm_quality
abl_all,0,0801,-5.043850652843487,54.480186462402344,0.2717777490615845,0.5004991292953491,0.7585026025772095,0.42857142857142855,9.5,9.0,7.0
abl_all,0,0802,-6.476875183256177,42.14128112792969,0.5022129416465759,0.7213528752326965,0.8420758247375488,0.5076923076923077,9.0,9.5,8.0
abl_all,0,0803,-6.310518738308306,60.410247802734375,0.575935959815979,0.7697826623916626,0.849273681640625,0.47692307692307695,9.5,10.0,8.0
abl_all,0,0804,-7.4531493107577935,51.95707321166992,0.3920159935951233,0.46096864342689514,0.7325032949447632,0.5757575757575758,8.5,8.0,7.0
abl_all,0,0805,-15.56798591905899,58.35758590698242,0.5208194851875305,0.6266965866088867,0.7769421339035034,0.43243243243243246,9.0,9.0,8.0
abl_all,0,0806,-5.995298422857073,52.39237976074219,0.38082191348075867,0.582366406917572,0.75502610206604,0.6764705882352942,9.0,9.5,6.0
abl_all,0,0807,-6.3418539894949815,65.62971496582031,0.41906458139419556,0.8254505395889282,0.7700711488723755,0.5942028985507246,8.0,7.5,7.0
abl_all,0,0808,-7.900939436967081,59.79288864135742,0.4372692406177521,0.7576159834861755,0.7235385179519653,0.7246376811594203,6.25,4.5,7.0
abl_all,0,0809,-7.289845525317438,49.511714935302734,0.4080201983451843,0.4171249568462372,0.7734308242797852,0.5428571428571428,9.0,9.0,7.0
abl_all,0,0810,-6.820101281785894,57.67448043823242,0.35736843943595886,0.5688462257385254,0.8066602945327759,0.5128205128205128,9.5,9.5,8.0
abl_all,0,0811,-8.780152752643898,40.25542449951172,0.46025291085243225,0.574131190776825,0.8432470560073853,0.6721311475409836,8.25,8.5,8.0
abl_all,0,0812,-5.7906344963809415,41.86043167114258,0.32690078020095825,0.499582976102829,0.7482489347457886,0.609375,8.75,9.0,7.0
abl_all,0,0813,-5.165736677310612,35.042030334472656,0.38357803225517273,0.31460532546043396,0.6655341386795044,0.6470588235294118,6.5,8.5,2.0
abl_all,0,0814,-7.832684161057426,60.54202651977539,0.43405118584632874,0.40786096453666687,0.8480396270751953,0.5223880597014925,8.75,8.0,7.0
abl_all,0,0815,-5.374350593116406,60.445919036865234,0.5356283783912659,0.7709879875183105,0.8115261793136597,0.6666666666666666,8.5,8.5,4.0
abl_all,0,0816,-6.147708976008626,65.3306655883789,0.3610127866268158,0.8070843815803528,0.8144077062606812,0.5692307692307692,9.25,9.0,7.0
abl_all,0,0817,-6.823157272672626,49.92207717895508,0.39306315779685974,0.7366474270820618,0.8240683078765869,0.75,8.25,8.0,5.0
abl_all,0,0818,-4.845418344684151,56.080448150634766,0.348079115152359,0.7530609965324402,0.762657642364502,0.7123287671232876,8.5,8.5,7.0
abl_all,0,0819,-8.32876791393943,49.837135314941406,0.38364169001579285,0.3742562234401703,0.6941444873809814,0.6142857142857143,8.75,8.5,5.0
abl_all,0,0820,-4.1275952694022005,56.55847930908203,0.32464030385017395,0.653179407119751,0.7574164867401123,0.7014925373134329,8.5,9.0,2.0
abl_all,0,0821,-12.643316256043006,22.440095901489258,0.282172292470932,0.3980591297149658,0.8472840785980225,0.684931506849315,6.5,8.0,1.0
abl_all,0,0822,-7.076563915971896,62.31714630126953,0.4404389560222626,0.7948815822601318,0.812741219997406,0.5428571428571428,9.25,9.5,3.0
abl_all,0,0823,-16.20954653438583,36.965511322021484,0.41404256224632263,0.6296815276145935,0.7432311177253723,0.6857142857142857,7.0,5.0,1.0
abl_all,0,0824,-5.685697487165266,59.11543655395508,0.41642341017723083,0.7495297789573669,0.7927350997924805,0.7142857142857143,5.25,5.5,8.0
abl_all,0,0825,-4.870384491277136,54.15492630004883,0.2705140709877014,0.6635514497756958,0.7512035369873047,0.7536231884057971,9.0,9.5,3.0
abl_all,0,0826,-4.63793109305617,57.23675537109375,0.37865015864372253,0.7342333793640137,0.7539486289024353,0.6176470588235294,5.25,5.0,5.0
abl_all,0,0827,-10.23734964364635,31.051773071289062,0.32289135456085205,0.6375278830528259,0.8113203048706055,0.5373134328358209,9.25,8.5,3.0
abl_all,0,0828,-8.48007131865681,61.553585052490234,0.3632359206676483,0.6535760760307312,0.8535724878311157,0.578125,7.0,5.0,6.0
abl_all,0,0829,-4.706017700429833,55.54936599731445,0.4882950186729431,0.6689435243606567,0.7808797955513,0.6027397260273972,7.25,10.0,7.0
abl_all,0,0830,-8.576013271079518,46.750152587890625,0.3505657911300659,0.5834795832633972,0.7175341844558716,0.6875,8.75,8.5,7.0
