arm,seed,image,niqe,musiq,maniqa,clipiqa,consistency,unique_token_ratio
tune_rrep_full,123,0801,-5.1777285143614025,55.61981964111328,0.2824377715587616,0.6947055459022522,0.7675888538360596,0.4722222222222222
tune_rrep_full,123,0802,-6.539917362105607,43.11478042602539,0.5165533423423767,0.7279718518257141,0.8437727689743042,0.5
tune_rrep_full,123,0803,-5.525635030479449,61.580745697021484,0.5955229997634888,0.7724227905273438,0.8563730716705322,0.5079365079365079
tune_rrep_full,123,0804,-6.7148705409706775,50.05918502807617,0.3760857582092285,0.4338363707065582,0.7300004363059998,0.5507246376811594
tune_rrep_full,123,0805,-12.30078214734789,58.838069915771484,0.522026002407074,0.6394802927970886,0.7795524001121521,0.5362318840579711
tune_rrep_full,123,0806,-5.090690303910534,51.32717514038086,0.3133789002895355,0.5454700589179993,0.7586413025856018,0.6
tune_rrep_full,123,0807,-7.219311848829982,57.28926467895508,0.4122586250305176,0.7674720883369446,0.7614047527313232,0.6666666666666666
tune_rrep_full,123,0808,-7.662923980210979,57.193973541259766,0.4261579215526581,0.724152684211731,0.7254718542098999,0.6818181818181818
tune_rrep_full,123,0809,-7.618899993983031,48.91337585449219,0.4001792073249817,0.4267731308937073,0.7796558737754822,0.6451612903225806
tune_rrep_full,123,0810,-6.026095868991735,58.09859085083008,0.3500584363937378,0.5247283577919006,0.8076404929161072,0.45454545454545453
tune_rrep_full,123,0811,-8.514838761718481,41.87701416015625,0.45751309394836426,0.5565045475959778,0.8508381247520447,0.6153846153846154
tune_rrep_full,123,0812,-7.227005382875499,33.015987396240234,0.3098486363887787,0.4336189329624176,0.7465648055076599,0.71875
tune_rrep_full,123,0813,-4.279046702646687,42.58201217651367,0.38851815462112427,0.33863410353660583,0.6675631999969482,0.6716417910447762
tune_rrep_full,123,0814,-7.371431376635649,58.092857360839844,0.4225282371044159,0.33785513043403625,0.8462250828742981,0.5076923076923077
tune_rrep_full,123,0815,-5.519867970221237,59.62535095214844,0.5499321222305298,0.7325907349586487,0.8016535043716431,0.711864406779661
tune_rrep_full,123,0816,-5.4733413055925455,66.23436737060547,0.3499971628189087,0.813812255859375,0.8004699349403381,0.49206349206349204
tune_rrep_full,123,0817,-8.468740916206412,36.07693862915039,0.3793664872646332,0.7283316850662231,0.8234195709228516,0.7058823529411765
tune_rrep_full,123,0818,-6.74709767117934,54.377357482910156,0.36914512515068054,0.7919408679008484,0.7711374163627625,0.6901408450704225
tune_rrep_full,123,0819,-11.68092538796789,48.24728775024414,0.38305482268333435,0.3909885883331299,0.7072911858558655,0.640625
tune_rrep_full,123,0820,-4.69816847928258,58.341217041015625,0.35302504897117615,0.7237486243247986,0.7562041282653809,0.71875
tune_rrep_full,123,0821,-12.946805267617565,22.60405731201172,0.22885629534721375,0.32815656065940857,0.8546881675720215,0.7014925373134329
tune_rrep_full,123,0822,-6.911895226013204,64.15931701660156,0.4361392557621002,0.741610586643219,0.8076508045196533,0.5692307692307692
tune_rrep_full,123,0823,-14.954690779163958,34.285911560058594,0.41066059470176697,0.6381948590278625,0.7439006567001343,0.6857142857142857
tune_rrep_full,123,0824,-5.976644147512957,58.824398040771484,0.4076927900314331,0.7611040472984314,0.7835648059844971,0.6764705882352942
tune_rrep_full,123,0825,-4.700319675562455,51.9619026184082,0.22324569523334503,0.5513473153114319,0.7653040289878845,0.8412698412698413
tune_rrep_full,123,0826,-5.643553441304496,63.120426177978516,0.354108989238739,0.7518022060394287,0.759713888168335,0.6438356164383562
tune_rrep_full,123,0827,-7.740619211747967,29.293962478637695,0.40802475810050964,0.6407037377357483,0.8114613890647888,0.6212121212121212
tune_rrep_full,123,0828,-9.022217721031652,62.49563980102539,0.3891638219356537,0.40494704246520996,0.883660078048706,0.7049180327868853
tune_rrep_full,123,0829,-6.192639334788941,54.00634765625,0.45878317952156067,0.5461992025375366,0.7753093242645264,0.734375
tune_rrep_full,123,0830,-7.486593985048965,45.612430572509766,0.3408440053462982,0.5883010029792786,0.7309781312942505,0.7301587301587301
tune_rrep_full,123,0831,-8.013876057731181,62.83240509033203,0.49380773305892944,0.7727899551391602,0.7718202471733093,0.8852459016393442
tune_rrep_full,123,0832,-9.77321891565375,20.30992317199707,0.3056429624557495,0.34384885430336,0.736108124256134,0.7692307692307693
tune_rrep_full,123,0833,-15.581395483712619,22.875246047973633,0.43028533458709717,0.49913960695266724,0.7645614147186279,0.8135593220338984
tune_rrep_full,123,0834,-7.013726042136281,33.39478302001953,0.38223567605018616,0.5329145789146423,0.7472652196884155,0.7377049180327869
tune_rrep_full,123,0835,-6.1815886121297945,63.463417053222656,0.43659350275993347,0.5275607705116272,0.8186938762664795,0.7164179104477612
tune_rrep_full,123,0836,-5.796718202692116,60.20833206176758,0.41342559456825256,0.6659808158874512,0.8114871978759766,0.5625
tune_rrep_full,123,0837,-6.53296876138384,51.142765045166016,0.3594878911972046,0.7279832363128662,0.779991626739502,0.6885245901639344
tune_rrep_full,123,0838,-7.629120776494111,60.37220001220703,0.3872845768928528,0.702833890914917,0.7978793382644653,0.4788732394366197
tune_rrep_full,123,0839,-6.1716637777526655,46.11219024658203,0.386461079120636,0.5928695201873779,0.828925609588623,0.609375
tune_rrep_full,123,0840,-4.529941708910732,62.02882766723633,0.4799289107322693,0.6066470146179199,0.8875871896743774,0.4166666666666667
tune_rrep_full,123,0841,-6.259023493097976,60.5303840637207,0.3865673840045929,0.6588495373725891,0.8348449468612671,0.5573770491803278
tune_rrep_full,123,0842,-11.507939753721882,54.59701156616211,0.4649047553539276,0.6520659327507019,0.7331780195236206,0.55
tune_rrep_full,123,0843,-8.316720085825793,52.939579010009766,0.38537371158599854,0.5507614016532898,0.8659558296203613,0.6984126984126984
tune_rrep_full,123,0844,-16.448329239417387,25.83576202392578,0.4760836958885193,0.615936279296875,0.8147168159484863,0.53125
tune_rrep_full,123,0845,-17.086366690637945,22.603063583374023,0.4286412000656128,0.4338897168636322,0.834858238697052,0.5892857142857143
tune_rrep_full,123,0846,-14.349271688441577,52.48074722290039,0.49430570006370544,0.6426741480827332,0.8133857250213623,0.5806451612903226
tune_rrep_full,123,0847,-6.447596081701067,18.14834213256836,0.3196028172969818,0.5273808240890503,0.7680535316467285,0.573170731707317
tune_rrep_full,123,0848,-6.500030476812503,49.22798156738281,0.3412061333656311,0.350032776594162,0.7723093032836914,0.7846153846153846
tune_rrep_full,123,0849,-16.93890150383862,32.045684814453125,0.3201068937778473,0.37190696597099304,0.8760526180267334,0.6086956521739131
tune_rrep_full,123,0850,-18.62699846071977,27.594383239746094,0.4773627519607544,0.5976346135139465,0.7052825689315796,0.6617647058823529
tune_rrep_full,123,0851,-7.861295665245013,54.9384651184082,0.4318504333496094,0.6360304355621338,0.8191397190093994,0.7692307692307693
tune_rrep_full,123,0852,-6.731457014283583,49.233158111572266,0.3430911600589752,0.4871055781841278,0.8121563792228699,0.6721311475409836
tune_rrep_full,123,0853,-8.37595086692773,30.680932998657227,0.41855737566947937,0.49120721220970154,0.8074172735214233,0.5671641791044776
tune_rrep_full,123,0854,-4.701423885799904,62.79788589477539,0.44507497549057007,0.8550435304641724,0.8036623001098633,0.5588235294117647
tune_rrep_full,123,0855,-7.195045909974285,57.70542526245117,0.41422444581985474,0.5030947923660278,0.7858126163482666,0.43661971830985913
tune_rrep_full,123,0856,-4.855283255124554,61.011104583740234,0.34382927417755127,0.5643090605735779,0.8307759761810303,0.6349206349206349
tune_rrep_full,123,0857,-9.202200814557424,47.73680114746094,0.45379307866096497,0.6629647612571716,0.8714339137077332,0.5645161290322581
tune_rrep_full,123,0858,-6.933918455596284,48.335025787353516,0.4803406894207001,0.7062715888023376,0.8426268100738525,0.5818181818181818
tune_rrep_full,123,0859,-5.919073619886375,49.9521484375,0.44681644439697266,0.7495594024658203,0.7883109450340271,0.65
tune_rrep_full,123,0860,-9.094205974340396,41.089515686035156,0.40182405710220337,0.5992316603660583,0.7359429597854614,0.7761194029850746
tune_rrep_full,123,0861,-6.346473382318463,63.98707962036133,0.3819015324115753,0.42686834931373596,0.8473570346832275,0.6875
tune_rrep_full,123,0862,-8.73089342208896,61.26027297973633,0.39468780159950256,0.6935461163520813,0.8033797740936279,0.5967741935483871
tune_rrep_full,123,0863,-12.249548035678071,61.47377395629883,0.4604654014110565,0.8049440383911133,0.7410513162612915,0.5797101449275363
tune_rrep_full,123,0864,-5.2661348818724,58.945953369140625,0.4249151647090912,0.7610814571380615,0.8087207078933716,0.6282051282051282
tune_rrep_full,123,0865,-5.489410894445178,66.65016174316406,0.40729692578315735,0.8334485292434692,0.7246274948120117,0.6825396825396826
tune_rrep_full,123,0866,-12.574635906777683,51.98369216918945,0.447538286447525,0.571467936038971,0.8000184893608093,0.6176470588235294
tune_rrep_full,123,0867,-5.2216587318616074,49.513423919677734,0.30182141065597534,0.43497973680496216,0.8844882845878601,0.671875
tune_rrep_full,123,0868,-6.218418110823036,55.8330078125,0.36882609128952026,0.6630557179450989,0.7613027691841125,0.7213114754098361
tune_rrep_full,123,0869,-9.298042453804646,55.42487335205078,0.3627699315547943,0.531115710735321,0.8320598602294922,0.46153846153846156
tune_rrep_full,123,0870,-4.071489641873893,63.54438400268555,0.36504578590393066,0.8015972375869751,0.7905484437942505,0.6119402985074627
tune_rrep_full,123,0871,-12.814920735474749,54.500396728515625,0.46444815397262573,0.6476407051086426,0.8510421514511108,0.7230769230769231
tune_rrep_full,123,0872,-5.71611776296817,65.17243957519531,0.37196505069732666,0.6978251338005066,0.7743494510650635,0.6557377049180327
tune_rrep_full,123,0873,-10.606502161936449,51.1180419921875,0.407291442155838,0.6039937138557434,0.7937194108963013,0.6181818181818182
tune_rrep_full,123,0874,-18.732401397002246,22.619579315185547,0.4310341775417328,0.5171338319778442,0.746779203414917,0.7580645161290323
