axis,A3_full,w4v2_stable,A7_stable,w4v2_stable_minus_A3,A7_stable_minus_A3,A7_stable_minus_w4v2_stable
niqe,-8.455678873802343,-8.551403682912007,-8.299811620348288,-0.09572480910966341,0.15586725345405483,0.25159206256371824
musiq,50.10709594726563,50.62012487411499,51.22396308898926,0.5130289268493655,1.116867141723631,0.6038382148742656
maniqa,0.4084885491430759,0.4090494847297668,0.4064320546388626,0.0005609355866909027,-0.002056494504213302,-0.0026174300909042048
clipiqa,0.6120658829808235,0.6194220072031021,0.6034000411629676,0.007356124222278604,-0.008665841817855902,-0.016021966040134505
consistency,0.7922167932987213,0.7925777232646942,0.7921609354019165,0.0003609299659729226,-5.58578968048451e-05,-0.0004167878627777677
unique_token_ratio,0.618225600293357,0.615979993898322,0.6333340244210803,-0.002245606395035016,0.015108424127723286,0.0173540305227583
