arm,seed,image,niqe,musiq,maniqa,clipiqa,consistency,unique_token_ratio,vlm_grounding_all,vlm_grounding_deep,vlm_quality
abl_anc,0,0801,-5.734677135169659,61.231929779052734,0.3502740263938904,0.6211528778076172,0.7636730670928955,0.4444444444444444,9.0,9.5,8.0
abl_anc,0,0802,-7.269408327197317,41.16610336303711,0.5082207918167114,0.7196438312530518,0.8468513488769531,0.48484848484848486,9.25,9.5,8.0
abl_anc,0,0803,-5.969451603056233,58.781272888183594,0.5882270336151123,0.7758245468139648,0.8522903919219971,0.5522388059701493,9.5,10.0,8.0
abl_anc,0,0804,-7.958138482562147,49.56665802001953,0.393876314163208,0.5044272541999817,0.7321059703826904,0.6307692307692307,8.75,8.5,7.0
abl_anc,0,0805,-15.08856560401935,59.6015625,0.49888142943382263,0.6471936106681824,0.7862483263015747,0.4492753623188406,9.25,9.0,8.0
abl_anc,0,0806,-5.755914605655646,51.13189697265625,0.36326366662979126,0.5020245909690857,0.7434624433517456,0.6617647058823529,8.5,8.5,4.0
abl_anc,0,0807,-6.548045060610689,64.4461669921875,0.424791157245636,0.8332423567771912,0.7839639782905579,0.6533333333333333,8.75,8.5,3.0
abl_anc,0,0808,-6.46296241938394,60.599517822265625,0.43755850195884705,0.7830066680908203,0.7349519729614258,0.6714285714285714,8.5,8.5,7.0
abl_anc,0,0809,-7.738149703267257,50.71435546875,0.4111967384815216,0.44515857100486755,0.7762963771820068,0.6,6.75,5.0,8.0
abl_anc,0,0810,-6.089813428212533,57.233482360839844,0.352834016084671,0.5110020041465759,0.8049147129058838,0.5694444444444444,9.5,9.5,7.0
abl_anc,0,0811,-9.560199352976912,39.116363525390625,0.4575364887714386,0.5549144148826599,0.844036340713501,0.6615384615384615,8.25,8.5,7.0
abl_anc,0,0812,-6.551853437729582,39.512245178222656,0.323630690574646,0.45120301842689514,0.7463071942329407,0.6984126984126984,6.75,5.0,6.0
abl_anc,0,0813,-5.629242994108974,32.613162994384766,0.3807825446128845,0.3008127808570862,0.6796007752418518,0.6376811594202898,8.0,8.0,2.0
abl_anc,0,0814,-8.018807029223687,58.340484619140625,0.42212745547294617,0.36644959449768066,0.8467457294464111,0.463768115942029,9.25,9.0,7.0
abl_anc,0,0815,-5.283280644500239,60.258419036865234,0.5449622869491577,0.7728025317192078,0.8164804577827454,0.6060606060606061,8.5,8.5,3.0
abl_anc,0,0816,-5.924925328076956,66.45384216308594,0.3657798767089844,0.815019428730011,0.799545407295227,0.5384615384615384,9.5,9.5,8.0
abl_anc,0,0817,-8.051923584676885,30.46083641052246,0.40968531370162964,0.5839012861251831,0.8287707567214966,0.7272727272727273,5.75,5.5,3.0
abl_anc,0,0818,-4.565882995178085,55.726348876953125,0.36041566729545593,0.7489420771598816,0.7664086222648621,0.6712328767123288,8.5,8.5,5.0
abl_anc,0,0819,-10.934845504957805,51.37623596191406,0.4019431173801422,0.42244449257850647,0.7257266044616699,0.676923076923077,8.25,8.0,8.0
abl_anc,0,0820,-4.505732080444264,55.83088302612305,0.36457085609436035,0.640886127948761,0.7511240243911743,0.71875,8.5,8.5,3.0
abl_anc,0,0821,-13.679936636643983,22.352018356323242,0.23685936629772186,0.3358336389064789,0.8590858578681946,0.6133333333333333,4.5,4.5,1.0
abl_anc,0,0822,-7.158669323521752,62.0146369934082,0.4337453842163086,0.7252091765403748,0.813503623008728,0.5652173913043478,8.75,9.0,3.0
abl_anc,0,0823,-16.286335843251006,33.708335876464844,0.41584524512290955,0.617142915725708,0.7438766360282898,0.7027027027027027,7.0,4.5,1.0
abl_anc,0,0824,-5.582569742994356,56.11333084106445,0.4140414297580719,0.7787240743637085,0.7817584276199341,0.7536231884057971,2.75,1.0,8.0
abl_anc,0,0825,-5.277623559216302,56.28964614868164,0.27126455307006836,0.5131117701530457,0.7598611116409302,0.835820895522388,8.25,8.0,7.0
abl_anc,0,0826,-4.706475588738204,57.342079162597656,0.37155166268348694,0.7815800905227661,0.7677779197692871,0.704225352112676,6.75,8.5,7.0
abl_anc,0,0827,-10.946494268991156,30.729761123657227,0.272094190120697,0.5251768231391907,0.8122334480285645,0.5671641791044776,7.5,5.0,5.0
abl_anc,0,0828,-7.720789809973345,62.2508544921875,0.3870997428894043,0.3928237855434418,0.8758677244186401,0.6271186440677966,8.75,8.0,2.0
abl_anc,0,0829,-4.122387297135954,55.120361328125,0.4696490466594696,0.6631070971488953,0.7801039218902588,0.6557377049180327,7.0,9.0,7.0
abl_anc,0,0830,-7.3925522467011175,46.610408782958984,0.35544100403785706,0.6512412428855896,0.7242839336395264,0.734375,8.5,8.0,3.0
